,site_id,agency,latitude,longitude,state,well_depth_va,hole_depth_va,category,r2_score
1467,474310096121801,USGS,47.71901667,-96.2056806,MN,15.01,15.01,0.0,0.042737956652251
1468,474346096185501,USGS,47.72943889,-96.315225,MN,11.81,11.81,1.0,0.0040449174769453
1469,474436096140801,USGS,47.7432944,-96.2354417,MN,69.0,76.0,0.0,0.0318133311785133
1470,474719096163100,USGS,47.7889,-96.276125,MN,18.06,22.0,0.0,0.0371380685012403
1471,474921093144001,USGS,47.82246667,-93.2440694,MN,31.66,44.0,0.0,0.0303760023971255
1472,475439116503401,USGS,47.91065,-116.8438167,ID,448.56,449.0,3.0,0.2782764289580781
1473,480034105195401,USGS,48.00936389,-105.3310083,MT,180.0,180.0,3.0,0.8558759650760308
1474,480621115244901,USGS,48.1058611,-115.4135833,MT,10.0,10.0,1.0,0.3391715349624958
1475,480746105080104,USGS,48.12946336,-105.1341458,MT,65.0,70.0,3.0,0.8315257744893563
1476,481713105052804,USGS,48.28696475,-105.0916445,MT,36.0,40.5,0.0,0.0349076431343013
1477,483318104105402,USGS,48.55502557,-104.1821634,MT,143.0,143.0,0.0,0.8120009441084988
1478,483650104084001,USGS,48.61391516,-104.1449395,MT,130.0,130.0,0.0,0.5513943200637161
